1,28.346
2,31.496
3,34.646
4,37.402
5,40.551
6,43.307
7,46.457
8,48.819
9,51.575
10,54.331
11,57.087
12,59.055
13,61.024
14,62.992
15,65.748
16,67.323
17,69.291
18,70.079
19,72.047
20,68.898
21,70.079
22,71.26
23,69.685
24,72.047
25,70.866
26,71.654
27,72.835
28,70.472
29,71.654
30,70.866
31,69.685
32,72.047
33,69.291
34,71.26
35,70.472
36,70.079
37,69.291
38,68.898
39,68.504
40,68.11
41,67.717
42,67.323
43,66.929
44,67.717
45,67.323
46,66.535
47,66.142
48,66.929
49,67.323
50,68.11
51,66.929
52,66.535
53,66.142
54,65.354
55,64.961
56,64.567
57,64.173
58,63.78
59,63.386
60,62.992
61,62.598
62,62.992
63,63.78
64,64.567
65,65.354
66,64.961
67,64.567
68,64.173
69,63.78
70,63.386
71,62.992
72,62.598
73,62.205
74,61.811
75,61.417
76,61.024
77,60.63
78,60.236
79,59.843
80,59.449
81,59.055
82,58.661
83,58.268
84,57.874
85,57.48
86,57.087
87,56.693
88,56.299
89,55.906
90,55.512
91,55.118
92,55.906
93,56.693
94,57.48
95,58.268
96,59.055
97,59.843
98,60.63
99,61.417
100,62.205
1,27.559
2,30.709
3,33.858
4,37.008
5,39.764
6,42.913
7,45.669
8,48.425
9,51.181
10,53.937
11,56.693
12,58.661
13,60.63
14,62.598
15,65.354
16,67.717
17,69.685
18,70.866
19,72.441
20,69.291
21,70.472
22,71.654
23,70.079
24,72.441
25,71.26
26,72.047
27,73.228
28,70.472
29,71.654
30,70.866
31,69.685
32,72.047
33,69.291
34,71.26
35,70.472
36,70.079
37,69.291
38,68.898
39,68.504
40,68.11
41,67.717
42,67.323
43,66.929
44,67.717
45,67.323
46,66.535
47,66.142
48,66.929
49,67.323
50,68.11
51,66.929
52,66.535
53,66.142
54,65.354
55,64.961
56,64.567
57,64.173
58,63.78
59,63.386
60,62.992
61,62.598
62,62.992
63,63.78
64,64.567
65,65.354
66,64.961
67,64.567
68,64.173
69,63.78
70,63.386
71,62.992
72,62.598
73,62.205
74,61.811
75,61.417
76,61.024
77,60.63
78,60.236
79,59.843
80,59.449
81,59.055
82,58.661
83,58.268
84,57.874
85,57.48
86,57.087
87,56.693
88,56.299
89,55.906
90,55.512
91,55.118
92,55.906
93,56.693
94,57.48
95,58.268
96,59.055
97,59.843
98,60.63
99,61.417
100,62.205
3,34.252
4,37.008
5,40.157
6,43.307
7,46.063
8,48.425
9,51.575
10,54.724
11,57.48
12,59.055
13,61.417
14,63.386
15,66.142
16,68.11
17,69.685
18,71.26
19,72.441
20,69.291
21,70.472
22,71.654
23,70.079
24,72.047
25,71.26
26,72.441
27,73.228
28,70.866
29,72.047
30,71.26
31,70.079
32,72.441
33,69.685
34,71.654
35,70.866
36,70.079
37,69.685
38,69.291
39,68.898
40,68.504
41,68.11
42,67.323
43,66.929
44,67.717
45,67.323
46,66.535
47,66.142
48,66.929
49,67.323
50,68.11
51,66.929
52,66.535
53,66.142
54,65.748
55,64.961
56,64.567
57,64.173
58,63.78
59,63.386
60,62.992
61,62.598
62,62.992
63,63.78
64,64.567
65,65.354
66,64.961
67,64.567
68,64.173
69,63.78
70,63.386
71,62.992
72,62.598
73,62.205
74,61.811
75,61.417
76,61.024
77,60.63
78,60.236
79,59.843
80,59.449
81,59.055
82,58.661
83,58.268
84,57.874
85,57.48
86,57.087
87,56.693
88,56.299
89,55.906
90,55.512
91,55.118
92,55.906
93,56.693
94,57.48
95,58.268
96,59.055
97,59.843
98,60.63
99,61.417
100,62.205
1,27.953
2,31.102
3,33.858
4,36.614
5,39.764
6,42.913
7,45.669
8,48.819
9,51.969
10,54.331
11,57.087
12,58.661
13,61.024
14,62.992
15,65.748
16,67.717
17,69.291
18,70.472
19,72.047
20,68.898
21,70.079
22,71.26
23,69.685
24,71.654
25,70.866
26,72.047
27,72.835
28,70.472
29,71.654
30,70.866
31,69.685
32,72.047
33,69.291
34,71.26
35,70.472
36,70.079
37,69.291
38,68.898
39,68.504
40,68.11
41,67.717
42,67.323
43,66.929
44,67.717
45,67.323
46,66.535
47,66.142
48,66.929
49,67.323
50,68.11
28,67.323
29,71.26
